date,event_count,motion_count_total,door_event_count,night_motion_count,morning_motion_count,day_motion_count,evening_motion_count,first_motion_minute,last_motion_minute,longest_inactivity_gap_minutes,active_sensors_count,active_sensor_types_count
2010-11-04,6336,2573,298,27,861,1145,540,3.0,1423.0,148.71903861666667,10,3
2010-11-05,8150,3274,424,166,1963,700,445,0.0,1419.0,127.85162973333333,10,3
2010-11-06,5634,1925,418,44,764,608,509,8.0,1439.0,237.27755453333333,10,3
2010-11-07,8194,2629,454,223,769,900,737,1.0,1432.0,126.24519504999999,10,3
2010-11-08,5834,1994,540,59,801,824,310,11.0,1434.0,239.78371084999998,10,3
2010-11-09,9376,2742,976,73,825,913,931,1.0,1439.0,146.24337105,10,3
2010-11-10,4947,1540,322,111,624,157,648,0.0,1438.0,479.5900686833333,10,3
2010-11-11,6174,2116,352,35,775,733,573,6.0,1433.0,306.48740395,10,3
2010-11-12,6312,2115,428,25,1038,799,253,239.0,1436.0,239.95204431666667,10,3
2010-11-13,6902,2161,150,86,717,638,720,2.0,1423.0,165.98733433333334,10,3
2010-11-14,4104,1364,154,32,657,427,248,5.0,1438.0,222.48037648333332,10,3
2010-11-15,4264,1552,408,82,594,431,445,16.0,1428.0,176.11327885,10,3
2010-11-16,6394,2196,342,339,744,873,240,4.0,1422.0,113.77449041666667,10,3
2010-11-17,3293,1208,222,210,577,0,421,2.0,1411.0,557.2962241666667,10,3
2010-11-18,4867,1526,224,139,515,498,374,1.0,1436.0,194.7294738,10,3
2010-11-19,4256,1161,206,65,563,220,313,0.0,1430.0,225.59231716666667,9,3
2010-11-20,9340,3428,486,169,782,1231,1246,6.0,1425.0,184.28794108333335,10,3
2010-11-21,5416,2070,154,62,889,800,319,3.0,1424.0,163.74696416666666,10,3
2010-11-22,7294,2022,260,42,932,680,368,216.0,1407.0,216.60018346666666,10,3
2010-11-23,6546,1791,220,149,581,729,332,14.0,1439.0,296.3283900166667,10,3
2010-11-24,8144,2768,282,134,483,1753,398,0.0,1439.0,130.72459048333334,10,3
2010-11-25,8432,2899,280,127,1112,1456,204,3.0,1416.0,348.99398055,10,3
2010-11-26,6562,1661,332,89,420,778,374,22.0,1436.0,158.2792385333333,10,3
2010-11-27,6106,1500,176,140,480,501,379,7.0,1435.0,132.25604438333332,10,3
2010-11-28,6529,2628,236,47,743,1480,358,35.0,1411.0,97.70057108333334,10,3
2010-11-29,5419,1712,332,186,658,431,437,14.0,1415.0,258.1665972833333,10,3
2010-11-30,8043,2748,686,114,768,1255,611,6.0,1390.0,322.1614750333334,10,3
2010-12-01,5929,1833,436,8,779,517,529,3.0,1437.0,234.18665266666667,10,3
2010-12-02,5214,1769,572,137,918,186,528,0.0,1413.0,235.01533143333333,10,3
2010-12-03,5248,1343,254,92,590,344,317,8.0,1415.0,264.93074458333336,10,3
2010-12-04,5854,1938,426,111,797,356,674,2.0,1382.0,264.7115928,10,3
2010-12-05,11210,4682,464,74,837,2746,1025,20.0,1437.0,167.21964111666665,10,3
2010-12-06,9870,3214,774,208,1724,745,537,0.0,1429.0,115.45715886666667,10,3
2010-12-07,9007,3423,908,91,841,1691,800,8.0,1420.0,175.92107888333334,10,3
2010-12-08,6076,1888,340,34,763,649,442,0.0,1431.0,226.47283276666667,10,3
2010-12-09,4534,1444,230,48,494,557,345,183.0,1389.0,288.3024444833334,10,3
2010-12-10,3887,1072,154,56,473,323,220,216.0,1439.0,245.3850118,10,3
2010-12-11,5816,1694,180,100,732,480,382,0.0,1428.0,243.16103175,10,3
2010-12-12,5236,1808,258,60,761,761,226,53.0,1425.0,171.21836046666667,10,3
2010-12-13,6211,2095,509,37,884,836,338,183.0,1393.0,247.5595902,10,3
2010-12-14,7262,2443,548,65,735,1346,297,5.0,1392.0,223.15786013333334,10,3
2010-12-15,4475,1323,256,103,812,292,116,1.0,1290.0,267.68900049999996,10,3
2010-12-16,5507,1548,268,79,733,424,312,23.0,1439.0,168.05222525,10,3
2010-12-17,9868,3527,826,47,777,1001,1702,0.0,1406.0,198.34875563333333,10,3
2010-12-18,10433,3609,506,201,647,1114,1647,41.0,1423.0,279.0998696,10,3
2010-12-19,9114,3338,580,56,668,1933,681,104.0,1438.0,145.37616001666666,10,3
2010-12-20,5582,1829,284,71,556,900,302,1.0,1351.0,269.94689166666666,10,3
2010-12-21,6840,2122,230,85,302,1372,363,5.0,1370.0,241.0797909833333,10,3
2010-12-22,7054,2191,262,89,517,1025,560,5.0,1406.0,177.61617906666666,10,3
2010-12-23,10004,3636,382,81,1117,2033,405,3.0,1437.0,140.67059676666668,10,3
2010-12-24,7201,2984,218,53,436,2360,135,0.0,1439.0,353.99430821666664,10,3
2010-12-25,6440,2304,365,37,1033,1022,212,0.0,1424.0,240.8198758,10,3
2010-12-26,5087,1493,212,66,763,464,200,19.0,1425.0,273.6286013,10,3
2010-12-27,12786,4998,338,8,1430,1997,1563,7.0,1398.0,145.35538823333334,10,3
2010-12-28,16456,6089,678,159,1935,2811,1184,22.0,1436.0,193.3872351,10,3
2010-12-29,17684,4874,612,59,1855,2048,912,0.0,1432.0,118.38499525,10,3
2010-12-30,14846,5598,748,229,1918,2919,532,2.0,1390.0,67.86510308333332,10,3
2010-12-31,7082,2015,370,106,417,778,714,39.0,1427.0,321.8990333,10,3
2011-01-01,7254,1733,368,97,380,781,475,64.0,1424.0,219.19459235000002,10,3
2011-01-02,7736,1800,330,188,523,486,603,10.0,1439.0,238.07932418333334,10,3
2011-01-03,7201,1912,374,72,782,699,359,0.0,1358.0,192.97157971666667,10,3
2011-01-04,11201,3723,986,118,747,1809,1049,7.0,1410.0,197.39025230000001,10,3
2011-01-05,5368,1674,256,74,933,423,244,3.0,1427.0,224.33684915,10,3
2011-01-06,4106,929,170,18,479,196,236,20.0,1403.0,175.20470706666669,10,3
2011-01-07,6066,1746,374,50,842,328,526,19.0,1362.0,293.1924580833333,10,3
2011-01-08,6754,1800,242,78,609,832,281,24.0,1430.0,314.6058382,10,3
2011-01-09,8094,2576,378,38,899,1218,421,28.0,1416.0,184.8792651,10,3
2011-01-10,3958,1413,164,48,720,158,487,8.0,1349.0,290.9078286166667,10,3
2011-01-11,7358,2127,496,82,703,1071,271,4.0,1439.0,183.99652603333334,10,3
2011-01-12,4838,1493,307,44,616,688,145,4.0,1439.0,206.8406783,10,3
2011-01-13,5482,1792,358,20,731,569,472,1.0,1402.0,254.96088026666666,10,3
2011-01-14,5550,1715,386,33,730,607,345,14.0,1387.0,124.2725587,10,3
2011-01-15,11006,4196,562,71,411,1709,2005,3.0,1419.0,336.40561491666665,10,3
2011-01-16,12056,3702,312,201,1507,1408,586,0.0,1411.0,75.6774419,10,3
2011-01-17,6983,2214,578,74,816,665,659,17.0,1405.0,158.68396136666667,10,3
2011-01-18,12572,4550,938,196,909,1582,1863,27.0,1439.0,181.30304318333336,10,3
2011-01-19,4744,1569,402,76,566,732,195,1.0,1248.0,253.15842068333333,10,3
2011-01-20,4945,1513,272,126,786,418,183,50.0,1436.0,200.7071287,10,3
2011-01-21,5742,1889,250,88,681,910,210,1.0,1420.0,199.04361458333332,10,3
2011-01-22,8358,2858,680,114,700,1601,443,22.0,1439.0,177.47590926666666,10,3
2011-01-23,5958,1750,182,308,788,301,353,61.0,1437.0,221.56039936666667,10,3
2011-01-24,5524,1606,332,75,582,547,402,2.0,1362.0,206.38854208333333,10,3
2011-01-25,12861,4425,880,84,1361,1647,1333,137.0,1333.0,138.31204131666667,10,3
2011-01-26,6477,1751,290,66,819,559,307,62.0,1300.0,201.98604036666666,10,3
2011-01-27,5417,1616,248,135,792,281,408,53.0,1391.0,270.8820181333333,10,3
2011-01-28,11020,4037,720,5,1133,1657,1242,1.0,1351.0,219.142537,10,3
2011-01-29,6417,1815,256,58,514,855,388,34.0,1439.0,220.01485996666668,10,3
2011-01-30,4390,1163,186,22,536,309,296,1.0,1419.0,207.21512433333334,10,3
2011-01-31,5744,1768,282,23,903,482,360,221.0,1399.0,221.73486658333334,10,3
2011-02-01,8062,2569,564,239,861,1305,164,9.0,1437.0,193.0316278,10,3
2011-02-02,5202,1497,352,143,784,366,204,101.0,1436.0,234.58328068333333,10,3
2011-02-03,6294,2105,534,157,430,877,641,0.0,1414.0,321.9463335333333,10,3
2011-02-04,5500,1820,410,61,613,856,290,29.0,1430.0,195.24214715000002,10,3
2011-02-05,5788,1630,224,30,583,801,216,26.0,1403.0,249.0763901,10,3
2011-02-06,4680,1381,170,65,810,222,284,119.0,1437.0,189.90244295,10,3
2011-02-07,7012,2562,678,55,1131,866,510,2.0,1406.0,152.38888383333332,10,3
2011-02-08,10669,3441,470,64,1405,1660,312,57.0,1439.0,138.49795158333333,10,3
2011-02-09,10993,3756,312,47,892,1381,1436,0.0,1438.0,238.35649716666666,10,3
2011-02-10,15468,4640,816,214,2387,1196,843,25.0,1397.0,43.47822203333333,10,3
2011-02-11,7526,2407,408,212,1544,334,317,21.0,1407.0,307.10494035,10,3
2011-02-12,6598,2091,254,84,582,1254,171,2.0,1383.0,208.54266568333333,10,3
2011-02-13,6428,1556,248,42,684,616,214,85.0,1416.0,155.7808268166667,10,3
2011-02-14,9948,3680,434,73,1002,2168,437,14.0,1437.0,158.08629145,10,3
2011-02-15,9390,2644,474,165,804,1509,166,0.0,1416.0,144.9859098,10,3
2011-02-16,5372,1535,322,87,706,500,242,3.0,1353.0,174.9594097,10,3
2011-02-17,5360,1631,294,57,852,233,489,1.0,1432.0,295.1088452166667,10,3
2011-02-18,10422,3813,992,33,1082,1113,1585,8.0,1431.0,154.38011653333334,10,3
2011-02-19,2862,788,84,104,487,0,197,0.0,1386.0,662.3613590833334,9,3
2011-02-20,11548,3018,762,73,524,654,1767,59.0,1330.0,109.63560776666667,10,3
2011-02-21,5842,1292,228,134,336,560,262,6.0,1417.0,158.38617531666665,10,3
2011-02-22,9534,2827,546,97,764,1544,422,142.0,1384.0,229.14950743333333,10,3
2011-02-23,6693,1731,234,83,876,510,262,61.0,1438.0,338.03893454999996,10,3
2011-02-24,4802,1453,222,219,502,320,412,4.0,1438.0,184.08446360000002,10,3
2011-02-25,6553,2104,192,55,559,1089,401,36.0,1429.0,440.05603135,10,3
2011-02-26,7902,2486,454,55,704,1470,257,198.0,1430.0,246.88477676666668,10,3
2011-02-27,6326,1328,202,16,733,435,144,1.0,1347.0,249.99831731666666,10,3
2011-02-28,6226,1743,290,67,785,690,201,3.0,1437.0,202.2037372,10,3
2011-03-01,9264,3548,414,28,808,2423,289,5.0,1401.0,209.06197473333336,10,3
2011-03-02,8908,3093,442,22,979,1529,563,273.0,1356.0,273.16635375,10,3
2011-03-03,4943,1370,296,36,459,509,366,1.0,1438.0,172.79235683333334,10,3
2011-03-04,8748,2823,360,53,434,1491,845,1.0,1408.0,254.55258129999999,10,3
2011-03-05,4084,1414,182,242,396,578,198,23.0,1330.0,375.45334748333335,10,3
2011-03-06,6854,2139,270,93,1121,704,221,4.0,1343.0,223.6727756666667,10,3
2011-03-07,5736,1898,456,152,785,590,371,4.0,1425.0,176.19473068333335,10,3
2011-03-08,7538,2013,600,9,733,1003,268,56.0,1439.0,221.58857758333335,10,3
2011-03-09,5266,1448,286,21,746,380,301,0.0,1437.0,342.80470493333337,10,3
2011-03-10,6596,1879,1036,54,674,417,734,10.0,1417.0,133.13595795,10,3
2011-03-11,7334,1836,420,17,789,505,525,22.0,1417.0,217.89577830000002,10,3
2011-03-12,10186,3840,482,89,1432,1483,836,8.0,1400.0,201.51661103333333,10,3
2011-03-13,4332,1385,150,8,726,403,248,3.0,1428.0,313.48112863333336,10,3
2011-03-14,5540,1571,312,6,474,802,289,85.0,1313.0,145.91681573333332,10,3
2011-03-15,10648,3939,870,52,715,1297,1875,2.0,1411.0,194.73658235,10,3
2011-03-16,8676,3216,182,202,1686,1159,169,5.0,1437.0,246.32580901666668,10,3
2011-03-17,4335,1098,376,60,529,220,289,0.0,1381.0,213.62274461666667,10,3
2011-03-18,5377,1567,306,112,703,237,515,0.0,1439.0,93.94830785,10,3
2011-03-19,12788,3502,560,61,847,2322,272,0.0,1402.0,178.33061868333334,10,3
2011-03-20,5577,1636,142,249,531,480,376,41.0,1439.0,160.29567546666667,10,3
2011-03-21,7181,1727,202,79,346,321,981,0.0,1336.0,236.4657638,10,3
2011-03-22,8946,2378,750,109,361,1684,224,68.0,1320.0,222.05501,10,3
2011-03-23,6260,1601,394,545,337,613,106,17.0,1420.0,232.24175718333333,10,3
2011-03-24,6106,1615,242,80,781,519,235,50.0,1346.0,131.96754281666668,10,3
2011-03-25,8460,1775,402,382,658,501,234,155.0,1362.0,155.48611363333333,10,3
2011-03-26,12074,3718,1052,11,1668,1422,617,103.0,1434.0,119.61042063333333,10,3
2011-03-27,7504,1918,480,17,847,483,571,21.0,1439.0,211.30455388333334,10,3
2011-03-28,6228,1773,418,54,748,603,368,2.0,1428.0,244.50095541666667,10,3
2011-03-29,5354,1342,228,31,438,589,284,134.0,1336.0,134.76632951666667,10,3
2011-03-30,6556,1557,248,155,746,408,248,5.0,1379.0,207.75006238333333,10,3
2011-03-31,4394,1255,258,58,666,284,247,13.0,1431.0,268.40463938333335,10,3
2011-04-01,7186,1894,270,145,927,544,278,33.0,1421.0,231.96720083333332,10,3
2011-04-02,7854,2318,508,77,347,894,1000,224.0,1314.0,224.51410381666668,10,3
2011-04-03,4540,1308,230,109,611,338,250,71.0,1413.0,217.23966388333335,10,3
2011-04-04,8412,1433,224,198,411,626,198,38.0,1373.0,162.98985943333335,10,3
2011-04-05,4098,1363,228,77,582,79,625,92.0,1266.0,291.5347581166667,10,3
2011-04-06,5948,1547,228,65,461,762,259,45.0,1424.0,267.4536032666667,10,3
2011-04-07,11894,3917,762,34,1353,942,1588,190.0,1410.0,190.34319983333336,10,3
2011-04-08,6368,2079,502,9,880,226,964,202.0,1432.0,202.17162021666667,10,3
2011-04-09,6912,1990,564,39,931,688,332,0.0,1422.0,216.1746671,10,3
2011-04-10,10444,3203,488,44,1616,1214,329,8.0,1434.0,246.63639819999997,10,3
2011-04-11,5404,1875,352,26,929,315,605,16.0,1423.0,206.0101401,10,3
2011-04-12,9334,3303,888,13,1365,923,1002,186.0,1374.0,186.24854595,10,3
2011-04-13,8607,2137,326,76,695,745,621,6.0,1438.0,257.4627659166667,10,3
2011-04-14,8634,2370,376,155,763,973,479,0.0,1353.0,223.96872698333334,10,3
2011-04-15,10833,3602,1916,199,2007,794,602,200.0,1439.0,200.58031705,10,3
2011-04-16,8069,2635,214,9,848,473,1305,173.0,1410.0,319.93215175,10,3
2011-04-17,10690,3308,552,81,668,1936,623,10.0,1439.0,216.17252606666668,10,3
2011-04-18,8392,2726,294,62,1220,1110,334,22.0,1413.0,300.14647146666664,10,3
2011-04-19,11932,4414,1138,23,1043,1719,1629,33.0,1436.0,313.00305625,10,3
2011-04-20,5570,1766,276,209,698,537,322,1.0,1417.0,271.8349423,10,3
2011-04-21,4890,1333,230,101,368,645,219,13.0,1415.0,251.83640415,10,3
2011-04-22,4800,1492,398,25,961,317,189,2.0,1404.0,355.5369531333333,10,3
2011-04-23,5187,1378,192,29,589,153,607,172.0,1439.0,183.85011561666667,10,3
2011-04-24,4527,1090,118,23,831,100,136,35.0,1302.0,341.83015546666667,10,3
2011-04-25,6851,2024,228,236,1049,224,515,16.0,1426.0,151.2959287,10,3
2011-04-26,4973,1293,154,140,605,167,381,276.0,1439.0,276.8486597666667,10,3
2011-04-27,8693,2663,322,212,1250,891,310,0.0,1401.0,282.94167015000005,10,3
2011-04-28,6246,1928,210,184,448,909,387,29.0,1299.0,221.40487231666665,10,3
2011-04-29,5692,1938,234,291,1157,199,291,102.0,1424.0,331.7362703,10,3
2011-04-30,5356,1561,186,401,309,507,344,27.0,1381.0,287.30394701666665,10,3
2011-05-01,8444,2886,242,392,1408,674,412,59.0,1438.0,194.39959066666668,10,3
2011-05-02,8485,2992,306,129,1320,690,853,171.0,1434.0,230.23567905,10,3
2011-05-03,15883,5305,1472,172,654,1754,2725,13.0,1376.0,205.59302643333334,10,3
2011-05-04,6591,2385,280,16,1038,508,823,177.0,1413.0,177.0769154666667,10,3
2011-05-05,5504,1687,188,308,490,352,537,58.0,1338.0,214.7696933,10,3
2011-05-06,6402,2124,264,204,1450,235,235,12.0,1238.0,201.66512426666668,10,3
2011-05-07,7201,2268,252,77,1028,741,422,1.0,1390.0,194.55736375,10,3
2011-05-08,6007,1952,586,48,878,573,453,198.0,1436.0,265.03227503333335,10,3
2011-05-09,6990,2046,234,245,1184,263,354,49.0,1389.0,204.96821341666666,10,3
2011-05-10,6460,2076,460,192,472,828,584,70.0,1308.0,201.24064685,10,3
2011-05-11,6194,1707,268,108,1017,390,192,11.0,1402.0,151.75475481666666,10,3
2011-05-12,4512,1380,292,25,644,407,304,110.0,1410.0,192.79865868333334,10,3
2011-05-13,9830,3434,644,45,975,1025,1389,215.0,1435.0,215.2281899666667,10,3
2011-05-14,8847,2422,396,84,664,1253,421,18.0,1365.0,229.53468055,10,3
2011-05-15,6134,1497,254,25,572,493,407,143.0,1383.0,230.69925576666668,10,3
2011-05-16,5506,1421,210,146,609,178,488,0.0,1367.0,208.76576741666668,10,3
2011-05-17,6142,2156,328,84,715,996,361,64.0,1189.0,250.40358258333333,10,3
2011-05-18,5944,1962,266,132,662,780,388,4.0,1426.0,216.52178848333332,10,3
2011-05-19,4317,1455,572,225,452,580,198,228.0,1368.0,228.36344881666668,10,3
2011-05-20,4970,1537,214,27,841,369,300,51.0,1423.0,162.49529448333334,10,3
2011-05-21,8128,2443,188,37,1246,839,321,35.0,1326.0,113.64654346666666,10,3
2011-05-22,13536,5019,1116,30,608,2400,1981,154.0,1426.0,154.25319613333335,10,3
2011-05-23,12624,3920,568,408,2020,732,760,47.0,1306.0,133.7535637,10,3
2011-05-24,4610,1250,212,118,322,510,300,101.0,1379.0,410.20461851666664,10,3
2011-05-25,5990,1850,162,194,538,334,784,30.0,1416.0,181.84307189999998,10,3
2011-05-26,4098,1232,314,138,555,317,222,73.0,1405.0,245.30163995,10,3
2011-05-27,5546,1671,228,141,660,588,282,111.0,1422.0,166.02079238333332,10,3
2011-05-28,6972,2173,264,127,858,815,373,36.0,1380.0,205.43231791666668,10,3
2011-05-29,13586,5065,418,34,987,1775,2269,143.0,1427.0,143.15496161666667,10,3
2011-05-30,11264,3639,640,113,1958,1316,252,33.0,1373.0,97.96490556666666,10,3
2011-05-31,9476,3409,984,226,559,2225,399,77.0,1363.0,191.44611823333335,10,3
2011-06-01,6402,2005,266,159,1203,344,299,149.0,1281.0,158.71478043333335,10,3
2011-06-02,5920,1586,314,87,640,500,359,46.0,1386.0,211.57894918333335,10,3
2011-06-03,5742,2247,472,200,1124,71,852,36.0,1321.0,188.97477371666668,10,3
2011-06-04,7234,2645,322,170,1044,893,538,3.0,1410.0,134.2693966,10,3
2011-06-05,6082,1791,260,119,525,800,347,199.0,1382.0,199.9817187,10,3
2011-06-06,9296,3039,462,241,1529,692,577,97.0,1337.0,102.57019726666667,10,3
2011-06-07,6822,2196,402,171,419,741,865,71.0,1341.0,222.1820902166667,10,3
2011-06-08,7662,2401,670,296,919,749,437,116.0,1439.0,143.81935895,10,3
2011-06-09,5126,1428,464,193,502,376,357,1.0,1419.0,208.73808145,10,3
2011-06-10,7586,2786,758,227,490,548,1521,179.0,1397.0,332.97315205,10,3
2011-06-11,7764,2196,254,214,1114,708,160,139.0,1400.0,139.43257683333334,10,3
